DATE,CBBTCUSD,CBBCHUSD,CBCCIND,CBETHUSD,sp500,VIXCLS,T10YIE,DGS5,GOLDPMGBD230NLBM,SLVPRUSD,Fear&Greed
2019-08-21,10137.75,305.34,3487.91443362,189.74,2924.43,15.8,1.54,1.47,1354.43,17.11,11.0
2019-08-22,10088.89,311.42,3492.57119538,189.71,2922.95,16.68,1.55,1.5,1354.1,16.96,5.0
2019-08-23,10415.01,316.17,3592.63724578,194.56,2847.11,19.87,1.54,1.4,1357.63,17.05,33.0
2019-08-24,10156.0,306.43,3504.23856921,190.84,2847.11,19.87,1.54,1.4,1357.63,17.05,39.0
2019-08-25,10148.5,305.28,3492.71472579,186.7,2847.11,19.87,1.54,1.4,1357.63,17.05,33.0
2019-08-26,10373.75,310.99,3564.75881221,188.26,2878.38,19.32,1.54,1.43,1357.63,17.05,41.0
2019-08-27,10170.16,307.99,3505.15385895,187.0,2869.16,20.31,1.55,1.4,1380.88,17.725,30.0
2019-08-28,9710.38,292.42,3333.10028319,172.66,2887.94,19.35,1.55,1.37,1387.43,18.365,32.0
2019-08-29,9525.0,281.33,3253.52138946,169.64,2924.58,17.88,1.59,1.4,1392.03,18.48,20.0
2019-08-30,9580.6,278.59,3279.99389432,168.37,2926.46,18.98,1.55,1.39,1383.51,18.385,24.0
2019-08-31,9593.95,279.37,3292.32526866,171.78,2926.46,18.98,1.55,1.39,1383.51,18.385,20.0
2019-09-01,9769.64,282.12,3342.74878702,171.66,2926.46,18.98,1.55,1.39,1383.51,18.385,24.0
2019-09-02,10405.05,294.29,3542.30782614,178.99,2926.46,18.98,1.55,1.39,1391.51,18.35,28.0
2019-09-03,10628.46,300.82,3618.93188483,178.76,2906.27,19.66,1.5,1.35,1403.44,18.475,41.0
2019-09-04,10585.67,294.61,3594.07632882,174.84,2937.78,17.33,1.51,1.32,1403.86,19.305,43.0
2019-09-05,10574.27,292.77,3588.72379985,174.0,2976.0,16.27,1.56,1.43,1380.78,19.22,41.0
2019-09-06,10318.8,287.13,3500.35169626,169.49,2978.71,15.0,1.54,1.42,1378.49,18.145,43.0
2019-09-07,10484.87,300.1,3576.37077367,178.26,2978.71,15.0,1.54,1.42,1378.49,18.145,39.0
2019-09-08,10395.17,306.58,3562.03011221,181.32,2978.71,15.0,1.54,1.42,1378.49,18.145,43.0
2019-09-09,10310.01,304.13,3532.96750301,180.72,2978.43,15.27,1.57,1.49,1364.92,18.17,41.0
2019-09-10,10090.01,303.57,3467.93858214,179.58,2979.39,15.2,1.6,1.58,1357.11,17.99,41.0
2019-09-11,10169.49,299.19,3482.72704434,178.31,3000.93,14.61,1.6,1.6,1355.9,18.165,38.0
2019-09-12,10437.19,300.55,3564.9397513000004,181.17,3009.57,14.22,1.63,1.65,1373.53,18.19,39.0
2019-09-13,10381.91,299.13,3548.78180728,181.91,3007.39,13.74,1.67,1.75,1358.35,18.145,38.0
2019-09-14,10360.2,304.87,3564.5395115,189.0,3007.39,13.74,1.67,1.75,1358.35,18.145,39.0
2019-09-15,10306.65,303.24,3548.51824094,189.66,3007.39,13.74,1.67,1.75,1358.35,18.145,38.0
2019-09-16,10268.77,307.89,3556.07729737,197.94,2997.96,14.67,1.67,1.69,1359.46,17.835,38.0
2019-09-17,10185.14,318.91,3557.82876951,208.11,3005.7,14.44,1.66,1.66,1360.45,17.84,41.0
2019-09-18,10155.26,323.57,3560.5453162,210.25,3006.73,13.95,1.59,1.68,1359.92,17.85,38.0
2019-09-19,10304.94,324.7,3613.51382392,221.69,3006.79,14.05,1.61,1.66,1357.08,17.755,31.0
2019-09-20,10168.44,315.96,3573.42800787,218.11,2992.07,15.32,1.61,1.61,1362.52,17.88,41.0
2019-09-21,9982.39,311.6,3507.53691811,215.26,2992.07,15.32,1.61,1.61,1362.52,17.88,37.0
2019-09-22,10035.0,307.26,3513.24028282,211.1,2992.07,15.32,1.61,1.61,1362.52,17.88,37.0
2019-09-23,9683.89,292.03,3385.70743389,200.77,2991.78,14.91,1.61,1.59,1385.11,18.38,41.0
2019-09-24,8556.43,247.72,2953.60192861,167.07,2966.6,17.05,1.58,1.52,1381.36,18.56,39.0
2019-09-25,8446.57,228.0,2931.37378411,170.28,2984.87,15.96,1.6,1.6,1391.77,18.57,15.0
2019-09-26,8063.0,214.16,2805.90186172,165.86,2977.62,16.07,1.57,1.59,1374.89,17.97,12.0
2019-09-27,8193.98,220.49,2864.48445091,174.29,2961.79,17.22,1.53,1.56,1362.51,17.52,24.0
2019-09-28,8228.22,227.62,2873.02949192,174.03,2961.79,17.22,1.53,1.56,1362.51,17.52,32.0
2019-09-29,8063.06,218.65,2811.03854167,170.16,2961.79,17.22,1.53,1.56,1362.51,17.52,33.0
2019-09-30,8305.14,227.71,2912.32358033,181.6,2976.74,16.24,1.53,1.55,1362.17,17.255,27.0
2019-10-01,8323.43,223.68,2906.69674904,176.25,2940.25,18.56,1.52,1.51,1349.97,17.11,38.0
2019-10-02,8396.0,225.79,2934.39905709,181.21,2887.61,20.56,1.5,1.43,1364.68,17.26,39.0
2019-10-03,8241.25,222.75,2882.07340166,175.17,2910.63,19.12,1.48,1.34,1380.26,17.6,37.0
2019-10-04,8159.71,221.83,2859.46742766,175.82,2952.01,17.04,1.5,1.34,1366.78,17.605,30.0
2019-10-05,8152.99,223.31,2859.73160488,176.73,2952.01,17.04,1.5,1.34,1366.78,17.605,31.0
2019-10-06,7862.67,220.5,2759.49776765,170.18,2952.01,17.04,1.5,1.34,1366.78,17.605,32.0
2019-10-07,8224.82,232.98,2888.46136883,180.65,2938.79,17.86,1.51,1.38,1365.54,17.425,27.0
2019-10-08,8186.73,231.82,2880.81840604,180.95,2893.06,20.28,1.48,1.36,1372.28,17.555,39.0
2019-10-09,8600.0,239.53,3029.60779715,193.41,2919.4,18.64,1.49,1.4,1372.65,17.78,37.0
2019-10-10,8589.01,230.47,3021.84724067,192.04,2938.13,17.57,1.52,1.48,1356.38,17.75,41.0
2019-10-11,8263.64,220.9,2902.71567239,180.85,2970.27,15.58,1.56,1.59,1338.33,17.6,39.0
2019-10-12,8304.1,224.42,2914.88839549,179.61,2970.27,15.58,1.56,1.59,1338.33,17.6,38.0
2019-10-13,8280.01,223.12,2911.21192807,181.01,2970.27,15.58,1.56,1.59,1338.33,17.6,38.0
2019-10-14,8363.0,228.25,2945.61725286,187.11,2966.15,14.57,1.56,1.59,1352.12,17.605,37.0
2019-10-15,8156.52,222.38,2873.52128099,180.49,2995.68,13.54,1.56,1.59,1353.3,17.67,39.0
2019-10-16,7993.0,216.99,2808.84838965,174.5,2989.69,13.68,1.57,1.57,1343.27,17.255,40.0
2019-10-17,8077.0,220.54,2842.3406520999997,177.38,2997.95,13.79,1.59,1.57,1341.59,17.45,40.0
2019-10-18,7954.16,212.24,2794.41489628,173.27,2986.2,14.25,1.6,1.56,1341.59,17.45,40.0
2019-10-19,7965.27,213.32,2797.34845302,172.07,2986.2,14.25,1.6,1.56,1341.59,17.45,41.0
2019-10-20,8235.44,225.0,2888.91173556,175.42,2986.2,14.25,1.6,1.56,1341.59,17.45,37.0
2019-10-21,8214.58,232.76,2881.40199572,174.34,3006.72,14.0,1.61,1.61,1337.12,17.725,37.0
2019-10-22,8008.04,226.83,2818.71361786,171.08,2995.99,14.46,1.61,1.6,1334.14,17.625,39.0
2019-10-23,7473.42,210.26,2631.12278284,162.35,3004.52,14.01,1.61,1.58,1343.66,17.535,33.0
2019-10-24,7439.29,212.62,2615.9449645,160.68,3010.29,13.71,1.62,1.58,1346.45,17.53,20.0
2019-10-25,8704.85,260.16,3041.44910409,182.27,3022.55,12.65,1.65,1.62,1364.22,18.125,24.0
2019-10-26,9281.27,253.4,3209.72052845,180.67,3022.55,12.65,1.65,1.62,1364.22,18.125,53.0
2019-10-27,9570.58,261.9,3309.27793998,184.26,3022.55,12.65,1.65,1.62,1364.22,18.125,50.0
2019-10-28,9221.96,265.0,3209.20756048,181.87,3039.42,13.11,1.64,1.66,1345.55,18.055,52.0
2019-10-29,9431.27,289.78,3296.1187796,190.93,3036.89,13.2,1.61,1.66,1338.37,17.66,54.0
2019-10-30,9175.77,289.52,3201.43249849,183.63,3046.77,12.33,1.57,1.61,1342.74,17.955,53.0
2019-10-31,9146.75,282.91,3197.0494953,182.06,3037.56,13.22,1.54,1.51,1356.53,18.055,50.0
2019-11-01,9268.0,279.64,3225.74418141,183.55,3066.91,12.3,1.59,1.55,1351.28,18.12,49.0
2019-11-02,9320.0,290.5,3245.75647204,183.45,3066.91,12.3,1.59,1.55,1351.28,18.12,51.0
2019-11-03,9215.01,292.0,3201.68215988,181.82,3066.91,12.3,1.59,1.55,1351.28,18.12,56.0
2019-11-04,9414.0,291.12,3277.60712049,186.12,3078.27,12.83,1.64,1.6,1353.98,18.185,49.0
2019-11-05,9314.99,292.97,3258.76498275,188.7,3074.62,13.1,1.68,1.66,1344.67,18.045,54.0
2019-11-06,9343.11,305.37,3283.25042197,191.41,3076.78,12.62,1.66,1.63,1341.31,17.54,53.0
2019-11-07,9196.71,291.57,3226.74584682,186.53,3085.18,12.73,1.69,1.74,1341.76,17.53,54.0
2019-11-08,8758.69,276.99,3100.91285783,183.44,3093.08,12.07,1.71,1.74,1328.13,16.81,42.0
2019-11-09,8798.38,282.54,3093.22468601,184.77,3093.08,12.07,1.71,1.74,1328.13,16.81,38.0
2019-11-10,9036.82,292.76,3189.79828464,189.0,3093.08,12.07,1.71,1.74,1328.13,16.81,39.0
2019-11-11,8720.61,286.41,3086.37629239,184.63,3087.01,12.69,1.71,1.74,1321.87,16.88,40.0
2019-11-12,8823.65,289.28,3100.41610162,186.99,3091.84,12.68,1.7,1.73,1318.17,16.735,39.0
2019-11-13,8765.61,284.9,3097.46778112,188.0,3094.04,13.0,1.66,1.69,1328.46,16.95,38.0
2019-11-14,8630.01,277.08,3036.40488097,184.69,3096.63,13.05,1.62,1.63,1333.18,17.035,41.0
2019-11-15,8460.0,263.1,2982.96981195,180.03,3120.46,12.05,1.63,1.65,1327.84,16.87,38.0
2019-11-16,8488.0,265.06,3002.35275064,182.22,3120.46,12.05,1.63,1.65,1327.84,16.87,41.0
2019-11-17,8500.01,265.82,3004.58384315,183.85,3120.46,12.05,1.63,1.65,1327.84,16.87,38.0
2019-11-18,8160.73,245.69,2886.248988,177.65,3122.03,12.46,1.63,1.63,1325.88,16.795,38.0
2019-11-19,8123.36,241.8,2867.36804128,175.62,3120.18,12.86,1.63,1.63,1325.86,17.125,32.0
2019-11-20,8082.96,242.84,2855.33609375,174.25,3108.46,12.78,1.6,1.58,1328.36,17.115,32.0
2019-11-21,7618.76,226.33,2704.29324721,160.84,3103.54,13.13,1.63,1.62,1324.01,17.09,30.0
2019-11-22,7296.45,208.45,2529.73009533,150.32,3110.29,12.34,1.62,1.62,1326.06,17.175,20.0
2019-11-23,7338.92,215.58,2551.79389582,152.32,3110.29,12.34,1.62,1.62,1326.06,17.175,23.0
2019-11-24,6906.25,202.64,2415.95111885,140.37,3110.29,12.34,1.62,1.62,1326.06,17.175,21.0
2019-11-25,7125.0,207.64,2506.05314902,146.12,3133.64,11.87,1.62,1.62,1323.35,16.87,17.0
2019-11-26,7155.0,211.0,2517.12275193,147.57,3140.52,11.54,1.62,1.58,1321.11,16.935,21.0
2019-11-27,7539.4,219.89,2654.31784577,153.42,3153.63,11.75,1.63,1.63,1322.3,17.055,20.0
2019-11-28,7413.05,217.48,2622.33157228,150.5,3153.63,11.75,1.63,1.63,1321.84,16.945,32.0
2019-11-29,7751.29,224.28,2716.01969564,154.62,3140.98,12.62,1.61,1.62,1327.42,16.965,31.0
2019-11-30,7551.7,218.0,2620.08567765,151.5,3140.98,12.62,1.61,1.62,1327.42,16.965,38.0
2019-12-01,7413.84,214.55,2587.65659918,151.39,3140.98,12.62,1.61,1.62,1327.42,16.965,25.0
2019-12-02,7315.09,214.0,2582.60845653,149.09,3113.87,14.91,1.65,1.65,1321.17,16.875,28.0
2019-12-03,7296.0,211.8,2500.00392896,147.3,3093.2,15.96,1.63,1.54,1333.12,17.01,28.0
2019-12-04,7185.57,207.5,2526.18908984,145.43,3112.76,14.8,1.66,1.6,1327.89,17.13,24.0
2019-12-05,7388.75,211.6,2578.48222047,148.2,3117.43,14.52,1.67,1.62,1329.54,16.87,21.0
2019-12-06,7560.76,213.2,2630.10202755,149.0,3145.91,13.62,1.69,1.67,1320.25,16.94,29.0
2019-12-07,7502.2,211.38,2610.45767057,147.37,3145.91,13.62,1.69,1.67,1320.25,16.94,32.0
2019-12-08,7520.0,212.55,2633.29764044,150.71,3145.91,13.62,1.69,1.67,1320.25,16.94,28.0
2019-12-09,7332.69,208.25,2567.46086726,147.34,3135.96,15.86,1.69,1.67,1320.06,16.62,32.0
2019-12-10,7215.69,206.78,2530.53635279,145.55,3132.52,15.68,1.71,1.68,1322.26,16.675,26.0
2019-12-11,7275.17,207.42,2494.57266354,143.93,3141.63,14.99,1.69,1.64,1322.47,16.66,20.0
2019-12-12,7194.19,206.37,2516.81159862,144.82,3168.57,13.94,1.72,1.73,1319.55,16.865,23.0
2019-12-13,7249.25,211.51,2536.20537346,144.69,3168.8,12.63,1.7,1.66,1315.1,16.935,22.0
2019-12-14,7059.55,205.94,2463.74191988,141.8,3168.8,12.63,1.7,1.66,1315.1,16.935,27.0
2019-12-15,7111.0,206.91,2477.40898966,142.4,3168.8,12.63,1.7,1.66,1315.1,16.935,21.0
2019-12-16,6877.04,195.94,2396.86938232,132.39,3191.45,12.14,1.73,1.72,1325.23,17.02,24.0
2019-12-17,6618.62,176.87,2303.88170594,121.91,3192.52,12.29,1.75,1.71,1323.35,17.06,23.0
2019-12-18,7309.12,189.21,2501.39771484,133.49,3191.14,12.58,1.76,1.74,1325.91,16.995,15.0
2019-12-19,7153.99,186.16,2453.29462288,128.48,3205.37,12.5,1.77,1.73,1327.55,16.94,21.0
2019-12-20,7189.87,187.48,2471.75690923,128.37,3221.22,12.51,1.77,1.73,1334.35,17.035,23.0
2019-12-21,7143.01,186.31,2460.50225254,127.16,3221.22,12.51,1.77,1.73,1334.35,17.035,23.0
2019-12-22,7550.0,197.33,2602.98047465,132.76,3221.22,12.51,1.77,1.73,1334.35,17.035,20.0
2019-12-23,7318.18,189.6,2513.75105606,127.91,3224.01,12.61,1.75,1.75,1336.85,17.375,33.0
2019-12-24,7259.87,188.35,2489.42947001,127.64,3223.38,12.67,1.75,1.72,1336.85,17.585,25.0
2019-12-25,7194.76,185.15,2470.18891595,125.0,3223.38,12.67,1.75,1.72,1336.85,17.585,22.0
2019-12-26,7195.0,187.39,2477.49706426,125.38,3239.91,12.65,1.74,1.72,1336.85,17.585,39.0
2019-12-27,7247.35,202.97,2520.39301361,126.11,3240.02,13.43,1.73,1.68,1353.85,17.825,38.0
2019-12-28,7303.7,205.73,2521.24609252,127.84,3240.02,13.43,1.73,1.68,1353.85,17.825,37.0
2019-12-29,7378.53,212.0,2544.9791944000003,134.22,3240.02,13.43,1.73,1.68,1353.85,17.825,37.0
2019-12-30,7191.0,207.27,2507.40969331,130.78,3221.29,14.82,1.75,1.68,1351.91,17.825,40.0
2019-12-31,7158.01,203.72,2476.58219639,128.41,3230.78,13.78,1.77,1.69,1351.91,18.045,38.0
2020-01-01,7174.32,203.62,2490.46167241,130.05,3230.78,13.78,1.77,1.69,1351.91,18.045,37.0
2020-01-02,6945.01,194.92,2399.99308682,126.8,3257.85,12.47,1.8,1.67,1366.91,17.925,39.0
2020-01-03,7335.54,221.52,2538.8107283000004,134.2,3234.85,14.02,1.77,1.59,1387.99,18.21,38.0
2020-01-04,7353.5,224.99,2564.06490071,134.35,3234.85,14.02,1.77,1.59,1387.99,18.21,38.0
2020-01-05,7348.69,222.59,2568.05120228,135.23,3234.85,14.02,1.77,1.59,1387.99,18.21,39.0
2020-01-06,7773.48,244.63,2744.1372923,144.28,3246.28,13.85,1.75,1.61,1406.51,18.44,41.0
2020-01-07,8169.95,242.86,2923.31100545,143.13,3237.18,13.79,1.74,1.62,1406.52,18.145,40.0
2020-01-08,8035.08,239.36,2754.04227883,140.54,3253.05,13.45,1.75,1.67,1412.87,18.42,51.0
2020-01-09,7813.78,238.28,2708.53627078,137.74,3274.7,12.54,1.74,1.65,1396.14,17.91,44.0
2020-01-10,8183.89,270.46,2841.71995211,144.5,3265.35,12.56,1.76,1.63,1399.64,17.915,41.0
2020-01-11,8002.89,260.51,2809.18190277,142.29,3265.35,12.56,1.76,1.63,1399.64,17.915,50.0
2020-01-12,8192.66,271.72,2838.34652737,146.85,3265.35,12.56,1.76,1.63,1399.64,17.915,45.0
2020-01-13,8109.62,267.23,2881.49688338,143.51,3288.13,12.32,1.77,1.65,1393.52,17.985,49.0
2020-01-14,8757.18,342.73,3112.55217609,163.66,3283.15,12.39,1.77,1.63,1389.35,17.77,56.0
2020-01-15,8831.86,340.2,3090.8221616,166.56,3289.29,12.42,1.75,1.6,1389.14,17.85,54.0
2020-01-16,8727.22,327.61,3067.08837297,164.59,3316.81,12.32,1.74,1.63,1394.9,18.01,55.0
2020-01-17,8875.81,366.23,3203.5876176999996,169.28,3329.62,12.1,1.75,1.63,1402.93,18.06,54.0
2020-01-18,8901.0,340.21,3186.59433486,173.9,3329.62,12.1,1.75,1.63,1402.93,18.06,51.0
2020-01-19,8710.41,340.78,3071.56890635,167.06,3329.62,12.1,1.75,1.63,1402.93,18.06,53.0
2020-01-20,8633.67,342.41,3061.20520811,166.6,3329.62,12.1,1.75,1.63,1407.72,18.055,48.0
2020-01-21,8730.0,342.84,3102.1816774,169.59,3320.79,12.85,1.74,1.57,1397.26,17.985,49.0
2020-01-22,8665.0,348.85,3071.15941076,167.71,3321.75,12.91,1.72,1.57,1406.04,17.77,52.0
2020-01-23,8386.63,324.72,2980.77309481,162.6,3325.54,12.98,1.7,1.55,1411.77,17.6,49.0
2020-01-24,8424.96,318.0,2936.3570493,162.35,3295.47,14.56,1.68,1.51,1418.04,17.83,40.0
2020-01-25,8304.04,308.0,2942.76944503,159.18,3295.47,14.56,1.68,1.51,1418.04,17.83,41.0
2020-01-26,8632.92,349.0,3082.60161497,167.96,3295.47,14.56,1.68,1.51,1418.04,17.83,42.0
2020-01-27,8903.24,362.02,3221.84118794,169.9,3243.63,18.23,1.63,1.44,1433.94,18.295,50.0
2020-01-28,9417.64,380.93,3313.69235293,176.23,3276.24,16.28,1.65,1.47,1430.77,17.975,54.0
2020-01-29,9270.0,378.65,3286.57209322,172.7,3273.4,16.39,1.64,1.41,1429.95,17.47,57.0
2020-01-30,9493.61,391.81,3384.34921011,184.73,3283.66,15.49,1.64,1.39,1431.31,17.725,57.0
2020-01-31,9343.28,374.58,3349.18097782,179.62,3225.52,18.84,1.65,1.32,1431.96,17.885,55.0
2020-02-01,9375.06,379.44,3331.64284416,183.5,3225.52,18.84,1.65,1.32,1431.96,17.885,57.0
2020-02-02,9314.06,377.0,3381.83628973,188.1,3225.52,18.84,1.65,1.32,1431.96,17.885,57.0
2020-02-03,9282.29,383.55,3357.89992689,189.4,3248.92,17.97,1.63,1.35,1425.46,17.77,59.0
2020-02-04,9158.57,379.57,3314.23965048,188.19,3297.59,16.05,1.64,1.42,1411.09,17.73,56.0
2020-02-05,9623.44,446.0,3466.05244169,204.04,3334.69,15.15,1.66,1.46,1411.79,17.62,53.0
2020-02-06,9765.96,444.83,3564.8226166,213.11,3345.78,14.96,1.67,1.45,1422.45,17.765,61.0
2020-02-07,9804.98,439.4,3569.44900999,223.22,3327.71,15.47,1.66,1.41,1422.45,17.765,56.0
2020-02-08,9911.13,445.01,3643.46366447,223.36,3327.71,15.47,1.66,1.41,1422.45,17.765,56.0
2020-02-09,10174.81,450.21,3719.81708948,228.91,3327.71,15.47,1.66,1.41,1422.45,17.765,56.0
2020-02-10,9854.5,452.48,3571.13177945,223.1,3352.09,15.04,1.66,1.38,1439.64,17.785,57.0
2020-02-11,10279.99,464.38,3814.89233833,238.39,3357.75,15.18,1.65,1.4,1438.26,17.705,52.0
2020-02-12,10344.01,474.42,3878.57060393,265.92,3379.45,13.74,1.66,1.45,1434.54,17.56,61.0
2020-02-13,10239.57,476.58,3816.37139964,268.89,3373.94,14.15,1.67,1.43,1450.94,17.64,65.0
2020-02-14,10380.0,494.61,3895.57047293,286.8,3380.16,13.68,1.66,1.42,1456.79,17.705,63.0
2020-02-15,9901.34,438.61,3707.38908663,264.59,3380.16,13.68,1.66,1.42,1456.79,17.705,64.0
2020-02-16,9915.04,411.83,3648.02208906,259.56,3380.16,13.68,1.66,1.42,1456.79,17.705,59.0
2020-02-17,9711.95,413.69,3608.30419396,268.3,3380.16,13.68,1.66,1.42,1458.29,17.8,49.0
2020-02-18,10191.51,421.19,3779.1945035999997,282.98,3370.29,14.83,1.65,1.39,1470.77,17.885,53.0
2020-02-19,9591.54,376.88,3581.97549699,257.27,3386.15,14.38,1.65,1.41,1486.29,18.345,50.0
2020-02-20,9610.05,371.79,3558.59065334,257.37,3373.23,15.56,1.63,1.37,1496.77,18.385,44.0
2020-02-21,9697.01,377.86,3614.55479861,265.41,3337.75,17.08,1.61,1.3,1515.29,18.56,44.0
2020-02-22,9668.26,373.19,3609.20192359,262.13,3337.75,17.08,1.61,1.3,1515.29,18.56,43.0
2020-02-23,9964.16,402.01,3731.0765685999995,275.34,3337.75,17.08,1.61,1.3,1515.29,18.56,46.0
2020-02-24,9668.08,378.56,3584.00011533,265.99,3225.89,25.03,1.59,1.21,1540.26,18.775,46.0
2020-02-25,9301.01,351.58,3445.96682869,245.2,3128.21,27.85,1.53,1.16,1522.73,18.33,44.0
